name,freq,length,stop_codon,chime
uniq361,9,417,3,False
uniq362,9,417,0,False
uniq363,9,418,0,False
uniq364,9,323,0,False
uniq365,9,418,0,False
uniq366,9,165,3,False
uniq367,9,418,0,False
uniq368,9,418,0,False
uniq369,9,418,0,False
uniq370,9,418,0,False
uniq371,9,418,0,False
uniq372,8,418,0,False
uniq373,8,418,0,False
uniq374,8,418,0,False
uniq375,8,418,1,False
uniq376,8,418,0,False
uniq377,8,418,0,False
uniq378,8,418,0,False
uniq379,8,418,0,False
uniq380,8,418,0,False
uniq381,8,418,0,False
uniq382,8,224,0,False
uniq383,8,426,1,False
uniq384,8,418,0,False
uniq385,8,416,1,False
uniq386,8,94,0,False
uniq387,8,418,0,False
uniq388,8,418,0,False
uniq389,8,418,0,False
uniq390,8,226,1,False
uniq391,8,419,3,False
uniq392,8,417,0,False
uniq393,8,418,0,False
uniq394,8,418,0,False
uniq395,8,418,0,False
uniq396,8,418,0,False
uniq397,8,418,0,False
uniq398,8,418,0,False
uniq399,8,418,0,False
uniq400,8,82,0,False
uniq401,8,418,0,False
uniq402,8,418,0,False
uniq403,8,418,0,False
uniq404,8,418,0,False
uniq405,8,418,0,False
uniq406,8,418,0,False
uniq407,8,210,1,False
uniq408,8,418,0,False
uniq409,8,418,0,False
uniq410,8,418,0,False
uniq411,8,418,0,False
uniq412,8,418,0,False
uniq413,8,418,0,False
uniq414,8,418,0,False
uniq415,8,418,0,False
uniq416,8,418,0,False
uniq417,8,418,0,False
uniq418,7,418,0,False
uniq419,7,418,0,False
uniq420,7,418,0,False
uniq421,7,418,0,False
uniq422,7,417,0,False
uniq423,7,418,0,False
uniq424,7,418,0,False
uniq425,7,387,5,False
uniq426,7,418,0,False
uniq427,7,418,0,False
uniq428,7,418,0,False
uniq429,7,418,0,False
uniq430,7,418,0,True
uniq431,7,417,1,False
uniq432,7,418,0,False
uniq433,7,418,0,False
uniq434,7,418,0,False
uniq435,7,418,0,False
uniq436,7,396,2,False
uniq437,7,418,0,False
uniq438,7,418,0,True
uniq439,7,107,1,False
uniq440,7,418,0,False
uniq441,7,418,0,False
uniq442,7,418,0,False
uniq443,7,418,0,False
uniq444,7,418,0,False
uniq445,7,418,0,False
uniq446,7,418,0,False
uniq447,7,418,0,False
uniq448,7,418,0,False
uniq449,7,418,0,False
uniq450,7,418,0,False
uniq451,7,418,0,False
uniq452,7,418,0,False
uniq453,7,418,0,False
uniq454,7,418,0,True
uniq455,7,418,0,False
uniq456,7,418,0,False
uniq457,7,418,0,False
uniq458,7,418,0,False
uniq459,7,418,0,False
uniq460,7,418,0,False
uniq461,7,418,0,False
uniq462,7,418,0,False
uniq463,7,418,0,False
uniq464,7,418,0,False
uniq465,7,418,0,False
uniq466,7,418,1,False
uniq467,7,418,0,False
uniq468,7,418,0,False
uniq469,7,418,0,False
uniq470,7,405,1,False
uniq471,7,418,0,False
uniq472,7,131,2,False
uniq473,7,418,0,False
uniq474,7,233,0,False
uniq475,7,124,1,False
uniq476,7,418,0,False
uniq477,7,418,0,False
uniq478,7,418,0,False
uniq479,7,418,0,False
uniq480,7,418,0,False
uniq481,7,418,0,False
uniq482,7,418,0,False
uniq483,7,418,0,False
uniq484,7,418,0,False
uniq485,7,405,1,False
uniq486,7,418,0,False
uniq487,7,418,0,False
uniq488,7,418,0,False
uniq489,7,418,0,False
uniq490,7,418,0,False
uniq491,7,66,0,False
uniq492,7,418,0,False
uniq493,7,418,0,False
uniq494,7,418,0,False
uniq495,7,418,0,False
uniq496,7,418,0,False
uniq497,7,418,0,False
uniq498,7,418,0,False
uniq499,6,418,0,False
uniq500,6,418,0,False
uniq501,6,418,0,False
uniq502,6,418,0,False
uniq503,6,415,0,False
uniq504,6,418,0,False
uniq505,6,417,0,False
uniq506,6,418,0,False
uniq507,6,418,0,False
uniq508,6,418,0,False
uniq509,6,418,0,False
uniq510,6,418,0,False
uniq511,6,418,0,False
uniq512,6,418,0,False
uniq513,6,327,1,False
uniq514,6,418,0,False
uniq515,6,418,0,False
uniq516,6,418,0,False
uniq517,6,418,0,False
uniq518,6,418,0,False
uniq519,6,418,0,False
uniq520,6,418,0,False
uniq521,6,418,0,False
uniq522,6,418,0,False
uniq523,6,418,1,False
uniq524,6,418,0,False
uniq525,6,418,0,False
uniq526,6,418,0,False
uniq527,6,418,0,False
uniq528,6,418,0,False
uniq529,6,418,0,False
uniq530,6,418,0,False
uniq531,6,418,0,False
uniq532,6,418,0,False
uniq533,6,418,0,False
uniq534,6,145,0,False
uniq535,6,418,0,False
uniq536,6,418,0,False
uniq537,6,418,0,False
uniq538,6,418,0,False
uniq539,6,418,0,False
uniq540,6,418,0,False
uniq541,6,418,0,False
uniq542,6,418,0,False
uniq543,6,418,0,False
uniq544,6,418,0,False
uniq545,6,418,0,False
uniq546,6,418,0,False
uniq547,6,122,0,False
uniq548,6,418,0,False
uniq549,6,418,0,False
uniq550,6,418,0,False
uniq551,6,418,0,False
uniq552,6,145,0,False
uniq553,6,78,0,False
uniq554,6,418,0,False
uniq555,6,418,0,False
uniq556,6,418,0,False
uniq557,6,84,0,False
uniq558,6,418,0,False
uniq559,6,418,0,False
uniq560,6,418,0,False
uniq561,6,418,0,False
uniq562,6,418,0,False
uniq563,6,418,0,False
uniq564,6,417,1,False
uniq565,6,418,0,False
uniq566,6,418,0,False
uniq567,6,418,0,False
uniq568,6,418,0,False
uniq569,6,418,0,False
uniq570,6,418,0,False
uniq571,6,418,0,False
uniq572,6,418,0,False
uniq573,6,418,0,False
uniq574,6,418,0,False
uniq575,6,418,0,False
uniq576,6,418,0,False
uniq577,6,418,0,False
uniq578,6,418,0,False
uniq579,6,411,1,False
uniq580,6,91,0,False
uniq581,6,418,0,False
uniq582,6,418,0,False
uniq583,6,418,0,False
uniq584,6,418,0,False
uniq585,6,418,0,False
uniq586,6,418,0,False
uniq587,6,418,0,False
uniq588,6,418,0,False
uniq589,6,418,0,False
uniq590,6,418,0,False
uniq591,6,418,0,False
uniq592,6,418,1,False
uniq593,6,418,0,False
uniq594,6,418,0,False
uniq595,6,418,0,False
uniq596,6,418,0,False
uniq597,6,418,0,False
uniq598,6,418,0,False
uniq599,6,418,0,False
uniq600,6,418,0,False
uniq601,6,418,0,False
uniq602,6,418,0,False
uniq603,6,418,0,False
uniq604,6,418,0,False
uniq605,6,418,0,False
uniq606,6,418,0,False
uniq607,6,418,0,False
uniq608,6,418,0,False
uniq609,6,418,0,False
uniq610,6,418,0,False
uniq611,6,418,0,False
uniq612,6,72,0,False
uniq613,6,418,0,False
uniq614,6,418,0,False
uniq615,6,418,0,False
uniq616,6,418,0,True
uniq617,6,418,0,False
uniq618,6,418,0,False
uniq619,6,418,0,False
uniq620,5,418,0,False
uniq621,5,418,0,False
uniq622,5,418,0,False
uniq623,5,418,0,False
uniq624,5,418,0,False
uniq625,5,418,0,False
uniq626,5,418,0,False
uniq627,5,284,2,False
uniq628,5,411,1,False
uniq629,5,418,0,False
uniq630,5,418,0,False
uniq631,5,418,0,False
uniq632,5,418,0,False
uniq633,5,418,0,False
uniq634,5,418,0,False
uniq635,5,418,0,False
uniq636,5,417,0,False
uniq637,5,418,0,False
uniq638,5,418,0,False
uniq639,5,418,0,False
uniq640,5,418,0,False
uniq641,5,418,0,False
uniq642,5,418,0,False
uniq643,5,418,0,False
uniq644,5,418,0,False
uniq645,5,418,0,True
uniq646,5,418,0,False
uniq647,5,418,0,False
uniq648,5,418,0,False
uniq649,5,418,0,False
uniq650,5,418,0,False
uniq651,5,418,0,False
uniq652,5,418,0,False
uniq653,5,418,0,False
uniq654,5,418,0,False
uniq655,5,418,0,False
uniq656,5,418,1,False
uniq657,5,418,0,False
uniq658,5,418,0,False
uniq659,5,418,0,False
uniq660,5,410,1,False
uniq661,5,418,0,False
uniq662,5,418,0,False
uniq663,5,418,0,False
uniq664,5,418,0,False
uniq665,5,418,0,False
uniq666,5,418,0,False
uniq667,5,418,0,False
uniq668,5,418,0,False
uniq669,5,418,0,False
uniq670,5,418,0,False
uniq671,5,418,0,False
uniq672,5,418,0,False
uniq673,5,418,0,False
uniq674,5,145,0,False
uniq675,5,418,0,False
uniq676,5,418,0,False
uniq677,5,418,0,False
uniq678,5,418,0,False
uniq679,5,418,0,False
uniq680,5,418,0,False
uniq681,5,418,0,False
uniq682,5,418,0,False
uniq683,5,170,1,False
uniq684,5,418,0,False
uniq685,5,418,0,False
uniq686,5,418,0,False
uniq687,5,145,0,False
uniq688,5,418,0,False
uniq689,5,418,0,False
uniq690,5,418,0,False
uniq691,5,418,0,False
uniq692,5,152,1,False
uniq693,5,418,0,False
uniq694,5,418,0,False
uniq695,5,418,0,False
uniq696,5,89,0,False
uniq697,5,418,0,False
uniq698,5,68,0,False
uniq699,5,106,1,False
uniq700,5,418,0,False
uniq701,5,418,0,False
uniq702,5,418,0,False
uniq703,5,418,0,False
uniq704,5,418,0,False
uniq705,5,418,0,False
uniq706,5,418,0,False
uniq707,5,418,0,False
uniq708,5,418,0,False
uniq709,5,418,0,False
uniq710,5,418,0,False
uniq711,5,418,0,False
uniq712,5,418,0,False
uniq713,5,418,0,False
uniq714,5,418,0,False
uniq715,5,418,0,False
uniq716,5,417,1,False
uniq717,5,418,0,False
uniq718,5,418,0,False
uniq719,5,374,2,False
uniq720,5,418,0,False
uniq721,5,418,0,False
uniq722,5,418,0,False
uniq723,5,418,0,False
uniq724,5,187,3,False
uniq725,5,418,0,False
uniq726,5,418,0,False
uniq727,5,418,0,False
uniq728,5,418,0,False
uniq729,5,417,3,False
uniq730,5,418,0,False
uniq731,5,418,0,False
uniq732,5,418,0,False
uniq733,5,418,0,False
uniq734,5,418,0,False
uniq735,5,418,0,False
uniq736,5,418,0,False
uniq737,5,418,0,False
uniq738,5,60,0,False
uniq739,5,418,0,False
uniq740,5,418,0,False
uniq741,5,418,0,False
uniq742,5,418,0,False
uniq743,5,418,0,False
uniq744,5,418,0,False
uniq745,5,418,0,False
uniq746,5,418,0,True
uniq747,5,418,0,False
uniq748,5,418,0,False
uniq749,5,418,0,False
uniq750,5,418,0,False
uniq751,5,418,0,False
uniq752,5,418,0,False
uniq753,5,418,0,False
uniq754,5,418,0,False
uniq755,5,418,0,False
uniq756,5,418,0,False
uniq757,5,418,0,False
uniq758,5,418,0,False
uniq759,5,418,0,False
uniq760,5,418,0,False
uniq761,5,145,0,False
uniq762,5,418,0,False
uniq763,5,418,0,False
uniq764,5,418,0,False
uniq765,5,145,0,False
uniq766,5,418,0,False
uniq767,5,418,0,False
uniq768,5,418,0,False
uniq769,5,418,0,False
uniq770,5,418,0,False
uniq771,5,418,0,False
uniq772,5,418,0,False
uniq773,5,418,0,False
uniq774,5,430,0,False
uniq775,5,418,0,False
uniq776,5,418,0,False
uniq777,5,418,0,True
uniq778,5,418,0,False
uniq779,5,418,0,True
uniq780,5,418,0,False
uniq781,5,418,0,False
uniq782,5,418,0,False
uniq783,5,418,0,False
uniq784,5,418,0,False
uniq785,5,418,0,False
uniq786,5,418,0,False
uniq787,5,418,0,False
uniq788,5,418,0,False
uniq789,5,418,0,False
uniq790,5,418,0,False
uniq791,5,418,0,False
uniq792,5,418,0,False
uniq793,5,417,1,False
uniq794,5,418,0,False
uniq795,5,418,0,False
uniq796,5,418,0,False
uniq797,5,418,0,False
uniq798,5,418,0,False
uniq799,5,418,0,False
uniq800,5,418,0,False
uniq801,5,418,0,False
uniq802,5,418,0,False
uniq803,5,418,0,False
uniq804,5,418,0,False
uniq805,5,418,0,False
uniq806,5,418,0,False
uniq807,5,418,0,False
uniq808,5,418,0,False
uniq809,5,418,0,False
uniq810,5,418,0,False
uniq811,5,418,0,False
uniq812,5,418,0,True
uniq813,5,418,0,False
uniq814,5,418,0,False
uniq815,5,418,0,False
uniq816,5,418,0,False
uniq817,5,84,1,False
uniq818,5,418,0,False
uniq819,5,418,0,False
uniq820,5,418,0,False
uniq821,5,417,1,False
uniq822,5,418,0,False
uniq823,5,176,0,False
uniq824,5,418,0,False
uniq825,5,412,1,False
uniq826,5,418,0,False
uniq827,5,418,0,False
uniq828,5,418,0,False
uniq829,5,148,1,False
uniq830,5,418,0,False
uniq831,5,418,0,False
uniq832,5,418,0,False
uniq833,5,418,0,False
uniq834,5,418,0,False
uniq835,5,418,0,False
uniq836,5,418,0,False
uniq837,5,145,0,False
uniq838,5,418,0,False
uniq839,5,418,0,False
uniq840,5,418,0,False
uniq841,5,418,0,False
uniq842,5,418,0,False
uniq843,4,418,0,False
uniq844,4,418,0,False
uniq845,4,418,0,False
uniq846,4,418,0,False
uniq847,4,397,1,False
uniq848,4,418,0,False
uniq849,4,418,0,False
uniq850,4,415,0,False
uniq851,4,415,0,False
uniq852,4,418,0,False
uniq853,4,418,0,True
uniq854,4,418,0,False
uniq855,4,418,0,False
uniq856,4,418,0,False
uniq857,4,418,0,False
uniq858,4,418,0,False
uniq859,4,418,0,False
uniq860,4,418,0,False
uniq861,4,418,0,False
uniq862,4,418,0,False
uniq863,4,418,0,False
uniq864,4,418,1,False
uniq865,4,79,0,False
uniq866,4,418,0,False
uniq867,4,418,0,False
uniq868,4,418,0,False
uniq869,4,417,1,False
uniq870,4,418,0,False
uniq871,4,418,0,False
uniq872,4,418,0,False
uniq873,4,418,0,False
uniq874,4,418,0,False
uniq875,4,418,0,False
uniq876,4,418,0,False
uniq877,4,418,0,False
uniq878,4,418,0,False
uniq879,4,418,1,False
uniq880,4,418,0,False
uniq881,4,418,0,False
uniq882,4,418,0,False
uniq883,4,418,0,False
uniq884,4,418,0,False
uniq885,4,418,0,False
uniq886,4,418,0,False
uniq887,4,418,0,False
uniq888,4,418,0,False
uniq889,4,418,0,False
uniq890,4,418,1,True
uniq891,4,418,0,False
uniq892,4,418,0,False
uniq893,4,420,1,False
uniq894,4,418,0,False
uniq895,4,418,0,False
uniq896,4,418,0,False
uniq897,4,418,0,False
uniq898,4,418,0,False
uniq899,4,418,0,False
uniq900,4,418,0,False
uniq901,4,418,0,False
uniq902,4,418,0,False
uniq903,4,418,0,False
uniq904,4,418,0,False
uniq905,4,418,1,False
uniq906,4,418,0,False
uniq907,4,418,0,False
uniq908,4,418,0,False
uniq909,4,418,0,False
uniq910,4,418,0,False
uniq911,4,417,1,False
uniq912,4,418,0,False
uniq913,4,418,0,False
uniq914,4,418,0,False
uniq915,4,418,0,False
uniq916,4,418,0,False
uniq917,4,418,0,False
uniq918,4,418,1,False
uniq919,4,418,0,False
uniq920,4,418,0,False
uniq921,4,418,0,False
uniq922,4,418,1,False
uniq923,4,418,0,False
uniq924,4,417,0,False
uniq925,4,418,0,False
uniq926,4,418,0,True
uniq927,4,418,0,False
uniq928,4,418,0,True
uniq929,4,417,0,False
uniq930,4,412,1,False
uniq931,4,418,0,False
uniq932,4,418,0,False
uniq933,4,418,0,False
uniq934,4,418,0,False
uniq935,4,418,0,False
uniq936,4,418,0,False
uniq937,4,418,0,False
uniq938,4,418,0,False
uniq939,4,418,0,True
uniq940,4,418,0,False
uniq941,4,418,1,False
uniq942,4,418,0,False
uniq943,4,418,0,False
uniq944,4,416,0,False
uniq945,4,418,0,False
uniq946,4,418,0,False
uniq947,4,145,0,False
uniq948,4,418,0,False
uniq949,4,418,0,False
uniq950,4,418,0,False
uniq951,4,418,0,False
uniq952,4,418,0,False
uniq953,4,418,0,False
uniq954,4,418,0,False
uniq955,4,418,0,False
uniq956,4,418,0,False
uniq957,4,418,0,False
uniq958,4,418,0,False
uniq959,4,418,0,False
uniq960,4,418,0,False
uniq961,4,418,0,False
uniq962,4,418,0,False
uniq963,4,94,0,False
uniq964,4,418,0,False
uniq965,4,418,0,False
uniq966,4,418,0,True
uniq967,4,418,0,False
uniq968,4,418,0,False
uniq969,4,418,0,False
uniq970,4,418,0,False
uniq971,4,406,0,False
uniq972,4,418,0,False
uniq973,4,418,0,False
uniq974,4,418,0,False
uniq975,4,418,0,False
uniq976,4,153,0,False
uniq977,4,418,0,False
uniq978,4,418,0,False
uniq979,4,418,0,False
uniq980,4,418,0,False
uniq981,4,418,0,False
uniq982,4,106,0,False
uniq983,4,418,0,False
uniq984,4,418,0,False
uniq985,4,236,1,False
uniq986,4,418,0,False
uniq987,4,418,0,False
uniq988,4,418,0,False
uniq989,4,418,0,False
uniq990,4,418,0,False
uniq991,4,418,0,False
uniq992,4,404,1,False
uniq993,4,418,0,False
uniq994,4,418,0,False
uniq995,4,418,0,False
uniq996,4,418,0,False
uniq997,4,145,0,False
uniq998,4,418,0,False
uniq999,4,418,0,False
uniq1000,4,418,0,False
uniq1001,4,418,0,False
uniq1002,4,418,0,False
uniq1003,4,418,0,False
uniq1004,4,418,0,False
uniq1005,4,418,0,False
uniq1006,4,142,0,False
uniq1007,4,418,0,False
uniq1008,4,418,0,False
uniq1009,4,418,0,False
uniq1010,4,418,0,False
uniq1011,4,418,0,False
uniq1012,4,418,0,False
uniq1013,4,417,4,False
uniq1014,4,418,0,False
uniq1015,4,418,0,False
uniq1016,4,418,0,False
uniq1017,4,418,0,False
uniq1018,4,418,0,False
uniq1019,4,418,0,False
uniq1020,4,418,0,False
uniq1021,4,418,0,False
uniq1022,4,418,0,False
uniq1023,4,418,0,False
uniq1024,4,418,0,False
uniq1025,4,418,0,False
uniq1026,4,418,0,False
uniq1027,4,418,0,False
uniq1028,4,418,0,False
uniq1029,4,418,0,False
uniq1030,4,404,2,False
uniq1031,4,313,1,False
uniq1032,4,418,0,False
uniq1033,4,418,0,False
uniq1034,4,418,0,False
uniq1035,4,418,0,False
uniq1036,4,418,0,False
uniq1037,4,418,0,False
uniq1038,4,418,0,False
uniq1039,4,418,0,False
uniq1040,4,418,0,False
uniq1041,4,418,0,True
uniq1042,4,418,0,False
uniq1043,4,418,0,False
uniq1044,4,418,0,False
uniq1045,4,418,0,False
uniq1046,4,418,0,False
uniq1047,4,418,0,False
uniq1048,4,70,0,False
uniq1049,4,418,0,False
uniq1050,4,418,0,False
uniq1051,4,419,0,False
uniq1052,4,418,0,False
uniq1053,4,77,1,False
uniq1054,4,279,1,False
uniq1055,4,418,0,True
uniq1056,4,418,0,False
uniq1057,4,418,0,False
uniq1058,4,418,0,False
uniq1059,4,418,0,False
uniq1060,4,418,0,False
uniq1061,4,430,0,False
uniq1062,4,418,0,False
uniq1063,4,418,0,False
uniq1064,4,418,0,False
uniq1065,4,418,0,False
uniq1066,4,418,0,False
uniq1067,4,74,1,False
uniq1068,4,418,0,False
